[],,,,,,,,,,,,,,,,,,,,
[{'text': 'blind beggar', 'sentiment': {'score': -0.297065, 'label': 'negative'}, 'relevance': 0.943787, 'emotion': {'sadness': 0.612302, 'joy': 0.097384, 'fear': 0.030497, 'disgust': 0.079608, 'anger': 0.136136}}, {'text': '12th child', 'sentiment': {'score': -0.297065, 'label': 'negative'}, 'relevance': 0.837268, 'emotion': {'sadness': 0.612302, 'joy': 0.097384, 'fear': 0.030497, 'disgust': 0.079608, 'anger': 0.136136}}],,,
[{'text': 'obsess', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.867805, 'emotion': {'sadness': 0.458433, 'joy': 0.111219, 'fear': 0.075995, 'disgust': 0.285493, 'anger': 0.186114}}],,,,,,,,,,,,
[{'text': 'https://t.co/MU1Og8w4T9', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.97649, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}, {'text': 'INLOVE', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.94143, 'emotion': {'sadness': 0.022884, 'joy': 0.857064, 'fear': 0.039016, 'disgust': 0.006769, 'anger': 0.025089}}],,,
[{'text': 'mistrust', 'sentiment': {'score': -0.711837, 'label': 'negative'}, 'relevance': 0.996435, 'emotion': {'sadness': 0.064075, 'joy': 0.097523, 'fear': 0.168564, 'disgust': 0.057233, 'anger': 0.037529}}],,,,,,,,,,,,
[{'text': 'hope', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.928833, 'emotion': {'sadness': 0.018671, 'joy': 0.821946, 'fear': 0.118384, 'disgust': 0.008811, 'anger': 0.022813}}, {'text': 'https://t.co/1aBuUovf15', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.91044, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'extremely loud* https://t.co/dYildyE8yV', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.910007, 'emotion': {'sadness': 0.076426, 'joy': 0.083496, 'fear': 0.271764, 'disgust': 0.361498, 'anger': 0.476116}}],,,,,,,,,,,,
[{'text': 'contagious smile', 'sentiment': {'score': 0.927624, 'label': 'positive'}, 'relevance': 0.903481, 'emotion': {'sadness': 0.001075, 'joy': 0.978469, 'fear': 0.00257, 'disgust': 0.000792, 'anger': 0.000792}}],,,,,,,,,,,,
[{'text': 'mozzie', 'sentiment': {'score': -0.697828, 'label': 'negative'}, 'relevance': 0.953721, 'emotion': {'sadness': 0.539196, 'joy': 0.096234, 'fear': 0.34124, 'disgust': 0.004494, 'anger': 0.079137}}, {'text': 'disease', 'sentiment': {'score': -0.697828, 'label': 'negative'}, 'relevance': 0.606048, 'emotion': {'sadness': 0.539196, 'joy': 0.096234, 'fear': 0.34124, 'disgust': 0.004494, 'anger': 0.079137}}],,,
[{'text': 'Christmas Carol', 'sentiment': {'score': 0.391424, 'label': 'positive'}, 'relevance': 0.940462, 'emotion': {'sadness': 0.224587, 'joy': 0.653746, 'fear': 0.042412, 'disgust': 0.028931, 'anger': 0.02527}}, {'text': 'good humor.', 'sentiment': {'score': 0.76885, 'label': 'positive'}, 'relevance': 0.761544}],,,,,,,,
[{'text': 'infectious disease https://t.co/KvnGAUbnRu', 'sentiment': {'score': -0.609419, 'label': 'negative'}, 'relevance': 0.994535, 'emotion': {'sadness': 0.364095, 'joy': 0.186074, 'fear': 0.054345, 'disgust': 0.033684, 'anger': 0.075308}}, {'text': 'Barclays', 'sentiment': {'score': -0.609419, 'label': 'negative'}, 'relevance': 0.722356, 'emotion': {'sadness': 0.364095, 'joy': 0.186074, 'fear': 0.054345, 'disgust': 0.033684, 'anger': 0.075308}}],,,
[{'text': 'fatal mistake', 'sentiment': {'score': -0.705779, 'label': 'negative'}, 'relevance': 0.907947, 'emotion': {'sadness': 0.526327, 'joy': 0.141514, 'fear': 0.230541, 'disgust': 0.037564, 'anger': 0.109857}}, {'text': 'fleece blankets', 'sentiment': {'score': -0.705779, 'label': 'negative'}, 'relevance': 0.841073, 'emotion': {'sadness': 0.526327, 'joy': 0.141514, 'fear': 0.230541, 'disgust': 0.037564, 'anger': 0.109857}}],,,
[{'text': 'Basic security checklist', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.969614, 'emotion': {'sadness': 0.226112, 'joy': 0.122834, 'fear': 0.184174, 'disgust': 0.077565, 'anger': 0.101349}}, {'text': 'Unique passwords', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.813667, 'emotion': {'sadness': 0.456929, 'joy': 0.194417, 'fear': 0.238117, 'disgust': 0.067758, 'anger': 0.17511}}],,,
[{'text': 'unhealthy di', 'sentiment': {'score': -0.684884, 'label': 'negative'}, 'relevance': 0.916227, 'emotion': {'sadness': 0.353803, 'joy': 0.022281, 'fear': 0.043461, 'disgust': 0.014402, 'anger': 0.10785}}, {'text': 'economic powerhouse', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.799743, 'emotion': {'sadness': 0.127885, 'joy': 0.365681, 'fear': 0.133985, 'disgust': 0.130375, 'anger': 0.056136}}],,,
[{'text': 'urgency', 'sentiment': {'score': -0.878922, 'label': 'negative'}, 'relevance': 0.982949, 'emotion': {'sadness': 0.874992, 'joy': 0.032819, 'fear': 0.172453, 'disgust': 0.012703, 'anger': 0.046951}}, {'text': 'illness', 'sentiment': {'score': -0.878922, 'label': 'negative'}, 'relevance': 0.87532, 'emotion': {'sadness': 0.874992, 'joy': 0.032819, 'fear': 0.172453, 'disgust': 0.012703, 'anger': 0.046951}}],,,
[{'text': 'everyday life', 'sentiment': {'score': -0.370763, 'label': 'negative'}, 'relevance': 0.904294, 'emotion': {'sadness': 0.699384, 'joy': 0.132415, 'fear': 0.166201, 'disgust': 0.033247, 'anger': 0.098207}}, {'text': 'RT', 'sentiment': {'score': 0.209855, 'label': 'positive'}, 'relevance': 0.72775, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'New way', 'sentiment': {'score': -0.834679, 'label': 'negative'}, 'relevance': 0.961648, 'emotion': {'sadness': 0.186577, 'joy': 0.455268, 'fear': 0.101227, 'disgust': 0.03301, 'anger': 0.014902}}, {'text': 'Alzheimers', 'sentiment': {'score': -0.834679, 'label': 'negative'}, 'relevance': 0.783861, 'emotion': {'sadness': 0.186577, 'joy': 0.455268, 'fear': 0.101227, 'disgust': 0.03301, 'anger': 0.014902}}],,,
[{'text': 'virus que puede', 'sentiment': {'score': -0.405925, 'label': 'negative'}, 'relevance': 0.995899, 'emotion': {'sadness': 0.293199, 'joy': 0.176792, 'fear': 0.242306, 'disgust': 0.221977, 'anger': 0.060679}}, {'text': '40h est', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.751668, 'emotion': {'sadness': 0.151545, 'joy': 0.176714, 'fear': 0.085676, 'disgust': 0.069742, 'anger': 0.07802}}],,,
[{'text': 'biggest sporting event', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.921216, 'emotion': {'sadness': 0.240916, 'joy': 0.424966, 'fear': 0.060919, 'disgust': 0.157068, 'anger': 0.094605}}, {'text': 'passion', 'sentiment': {'score': -0.547923, 'label': 'negative'}, 'relevance': 0.480805, 'emotion': {'sadness': 0.068297, 'joy': 0.609088, 'fear': 0.045588, 'disgust': 0.100067, 'anger': 0.041128}}],,,
[{'text': 'Kleur haar', 'sentiment': {'score': 0.344277, 'label': 'positive'}, 'relevance': 0.98639, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}, {'text': 'bruin', 'sentiment': {'score': 0.354162, 'label': 'positive'}, 'relevance': 0.776471, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'toda la informaci', 'sentiment': {'score': 0.385707, 'label': 'positive'}, 'relevance': 0.922061, 'emotion': {'sadness': 0.175201, 'joy': 0.216157, 'fear': 0.061141, 'disgust': 0.050338, 'anger': 0.051394}}, {'text': 'se le', 'sentiment': {'score': -0.528951, 'label': 'negative'}, 'relevance': 0.785041, 'emotion': {'sadness': 0.148831, 'joy': 0.17772, 'fear': 0.091248, 'disgust': 0.089436, 'anger': 0.088473}}],,,
[{'text': 'contagious smile', 'sentiment': {'score': 0.801385, 'label': 'positive'}, 'relevance': 0.92051, 'emotion': {'sadness': 0.002526, 'joy': 0.859134, 'fear': 0.010271, 'disgust': 0.003106, 'anger': 0.002604}}],,,,,,,,,,,,
[{'text': 'Se presenta como', 'sentiment': {'score': 0.740638, 'label': 'positive'}, 'relevance': 0.960609, 'emotion': {'sadness': 0.018168, 'joy': 0.033244, 'fear': 0.055761, 'disgust': 0.042071, 'anger': 0.053264}}, {'text': 'nuevo virus que', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.953343, 'emotion': {'sadness': 0.169684, 'joy': 0.156677, 'fear': 0.187689, 'disgust': 0.117161, 'anger': 0.070124}}],,,
[{'text': 'Course directors', 'sentiment': {'score': 0.664598, 'label': 'positive'}, 'relevance': 0.937488, 'emotion': {'sadness': 0.093362, 'joy': 0.290301, 'fear': 0.07276, 'disgust': 0.064121, 'anger': 0.20262}}],,,,,,,,,,,,
[{'text': 'video https://t.co/fmcoaa1R5C Meek', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.933424, 'emotion': {'sadness': 0.047489, 'joy': 0.614912, 'fear': 0.058617, 'disgust': 0.171882, 'anger': 0.052167}}, {'text': 'WSHH Exclusive', 'sentiment': {'score': 0.468098, 'label': 'positive'}, 'relevance': 0.651073, 'emotion': {'sadness': 0.151903, 'joy': 0.180627, 'fear': 0.092952, 'disgust': 0.079431, 'anger': 0.096408}}],,,
[{'text': 'Contagious laughs', 'sentiment': {'score': 0.857309, 'label': 'positive'}, 'relevance': 0.993925, 'emotion': {'sadness': 0.014378, 'joy': 0.707784, 'fear': 0.039717, 'disgust': 0.01296, 'anger': 0.0048}}],,,,,,,,,,,,
[{'text': 'life-changing disease', 'sentiment': {'score': -0.278352, 'label': 'negative'}, 'relevance': 0.916367, 'emotion': {'sadness': 0.341571, 'joy': 0.565318, 'fear': 0.102013, 'disgust': 0.002321, 'anger': 0.059169}}, {'text': 'Burns Unit', 'sentiment': {'score': -0.278352, 'label': 'negative'}, 'relevance': 0.812821, 'emotion': {'sadness': 0.341571, 'joy': 0.565318, 'fear': 0.102013, 'disgust': 0.002321, 'anger': 0.059169}}],,,
[{'text': 'stomach flu', 'sentiment': {'score': -0.627205, 'label': 'negative'}, 'relevance': 0.910325, 'emotion': {'sadness': 0.098415, 'joy': 0.015079, 'fear': 0.273837, 'disgust': 0.10409, 'anger': 0.036911}}],,,,,,,,,,,,
[{'text': 'FREE Computer Virus', 'sentiment': {'score': -0.284011, 'label': 'negative'}, 'relevance': 0.910795, 'emotion': {'sadness': 0.333858, 'joy': 0.312975, 'fear': 0.016093, 'disgust': 0.006134, 'anger': 0.036101}}, {'text': 'PCman Website https://t.co/Y8JnCvcrjj', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.909397, 'emotion': {'sadness': 0.172147, 'joy': 0.216084, 'fear': 0.048256, 'disgust': 0.068938, 'anger': 0.204401}}],,,
[{'text': 'challenge', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.957345, 'emotion': {'sadness': 0.283542, 'joy': 0.151787, 'fear': 0.500746, 'disgust': 0.103859, 'anger': 0.108769}}, {'text': 'doctor', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.79175, 'emotion': {'sadness': 0.283542, 'joy': 0.151787, 'fear': 0.500746, 'disgust': 0.103859, 'anger': 0.108769}}],,,
[{'text': 'le_redresseur Climate science', 'sentiment': {'score': 0.356971, 'label': 'positive'}, 'relevance': 0.952858}, {'text': 'RT', 'sentiment': {'score': 0.417064, 'label': 'positive'}, 'relevance': 0.720766, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,,,,,,
[{'text': 'Hello ty', 'sentiment': {'score': 0.802673, 'label': 'positive'}, 'relevance': 0.997273, 'emotion': {'sadness': 0.001985, 'joy': 0.977212, 'fear': 0.001349, 'disgust': 0.001224, 'anger': 0.002988}}, {'text': 'hygienix ty', 'sentiment': {'score': 0.75242, 'label': 'positive'}, 'relevance': 0.817902, 'emotion': {'sadness': 0.041433, 'joy': 0.805001, 'fear': 0.006854, 'disgust': 0.018237, 'anger': 0.005716}}],,,
[{'text': 'Happy birthday', 'sentiment': {'score': 0.870176, 'label': 'positive'}, 'relevance': 0.976779, 'emotion': {'sadness': 0.004114, 'joy': 0.977349, 'fear': 0.003206, 'disgust': 0.003188, 'anger': 0.000725}}, {'text': 'contagious smile', 'sentiment': {'score': 0.870176, 'label': 'positive'}, 'relevance': 0.967855, 'emotion': {'sadness': 0.004114, 'joy': 0.977349, 'fear': 0.003206, 'disgust': 0.003188, 'anger': 0.000725}}],,,
[{'text': 'mental illness', 'sentiment': {'score': -0.520826, 'label': 'negative'}, 'relevance': 0.912426, 'emotion': {'sadness': 0.80507, 'joy': 0.008159, 'fear': 0.07622, 'disgust': 0.052487, 'anger': 0.328748}}, {'text': 'shit', 'sentiment': {'score': -0.520826, 'label': 'negative'}, 'relevance': 0.718229, 'emotion': {'sadness': 0.80507, 'joy': 0.008159, 'fear': 0.07622, 'disgust': 0.052487, 'anger': 0.328748}}],,,
[{'text': 'Ye Reap', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.93493, 'emotion': {'sadness': 0.132772, 'joy': 0.195361, 'fear': 0.08519, 'disgust': 0.078108, 'anger': 0.088192}}, {'text': 'Th less fortunate', 'sentiment': {'score': -0.37251, 'label': 'negative'}, 'relevance': 0.877561, 'emotion': {'sadness': 0.625523, 'joy': 0.035068, 'fear': 0.098218, 'disgust': 0.143297, 'anger': 0.393425}}],,,
[{'text': 'SON. Mental illness', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.939644}, {'text': 'https://t.co/YDWDmVazSO', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.308473, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,,,,,,
[{'text': 'contagious smile', 'sentiment': {'score': 0.534644, 'label': 'positive'}, 'relevance': 0.990734, 'emotion': {'sadness': 0.002478, 'joy': 0.860488, 'fear': 0.009924, 'disgust': 0.003143, 'anger': 0.002773}}, {'text': 'https://t.co/ieAyJ9aG0Y', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.598101, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'sore throat', 'sentiment': {'score': -0.869861, 'label': 'negative'}, 'relevance': 0.961788, 'emotion': {'sadness': 0.144957, 'joy': 0.010115, 'fear': 0.853052, 'disgust': 0.09866, 'anger': 0.11488}}, {'text': 'little hoarse', 'sentiment': {'score': -0.810384, 'label': 'negative'}, 'relevance': 0.788645, 'emotion': {'sadness': 0.164527, 'joy': 0.151539, 'fear': 0.102866, 'disgust': 0.072571, 'anger': 0.090183}}],,,
[{'text': 'biosecurity measures', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.911198, 'emotion': {'sadness': 0.13159, 'joy': 0.517271, 'fear': 0.110048, 'disgust': 0.096566, 'anger': 0.095453}}, {'text': 'Bird keepers', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.771299, 'emotion': {'sadness': 0.17904, 'joy': 0.124642, 'fear': 0.123294, 'disgust': 0.110727, 'anger': 0.168179}}],,,
[{'text': 'dont wait', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.952008, 'emotion': {'sadness': 0.176189, 'joy': 0.496468, 'fear': 0.106494, 'disgust': 0.115027, 'anger': 0.108879}}, {'text': 'dont miss', 'sentiment': {'score': -0.224606, 'label': 'negative'}, 'relevance': 0.87733, 'emotion': {'sadness': 0.154699, 'joy': 0.49884, 'fear': 0.02019, 'disgust': 0.01872, 'anger': 0.054391}}],,,
[{'text': 'economy', 'sentiment': {'score': -0.661592, 'label': 'negative'}, 'relevance': 0.931815, 'emotion': {'sadness': 0.364798, 'joy': 0.017108, 'fear': 0.482913, 'disgust': 0.109641, 'anger': 0.360076}}, {'text': 'savings', 'sentiment': {'score': -0.661592, 'label': 'negative'}, 'relevance': 0.921438, 'emotion': {'sadness': 0.364798, 'joy': 0.017108, 'fear': 0.482913, 'disgust': 0.109641, 'anger': 0.360076}}],,,
[{'text': 'old age', 'sentiment': {'score': -0.425033, 'label': 'negative'}, 'relevance': 0.963736, 'emotion': {'sadness': 0.499281, 'joy': 0.221401, 'fear': 0.189738, 'disgust': 0.022168, 'anger': 0.065044}}, {'text': 'entanglement', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.829498, 'emotion': {'sadness': 0.280372, 'joy': 0.299885, 'fear': 0.078408, 'disgust': 0.098118, 'anger': 0.202607}}],,,
[{'text': 'Negative attitudes', 'sentiment': {'score': -0.747407, 'label': 'negative'}, 'relevance': 0.922822, 'emotion': {'sadness': 0.08486, 'joy': 0.098364, 'fear': 0.215719, 'disgust': 0.544403, 'anger': 0.197124}}, {'text': 'Thats', 'sentiment': {'score': 0.88188, 'label': 'positive'}, 'relevance': 0.686963, 'emotion': {'sadness': 0.000612, 'joy': 0.988531, 'fear': 0.003756, 'disgust': 0.00027, 'anger': 0.000735}}],,,
[{'text': 'RT', 'sentiment': {'score': 0.306281, 'label': 'positive'}, 'relevance': 0.977064, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}, {'text': 'nonsense', 'sentiment': {'score': -0.46789, 'label': 'negative'}, 'relevance': 0.905418, 'emotion': {'sadness': 0.168227, 'joy': 0.152729, 'fear': 0.104418, 'disgust': 0.074417, 'anger': 0.098907}}],,,
[{'text': 'separate quarantine kennel', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.956962, 'emotion': {'sadness': 0.17957, 'joy': 0.066188, 'fear': 0.013272, 'disgust': 0.470605, 'anger': 0.081902}}, {'text': 'Sandton SPCA', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.728761, 'emotion': {'sadness': 0.17957, 'joy': 0.066188, 'fear': 0.013272, 'disgust': 0.470605, 'anger': 0.081902}}],,,
[{'text': 'near-fatal virus', 'sentiment': {'score': -0.860668, 'label': 'negative'}, 'relevance': 0.993401, 'emotion': {'sadness': 0.688798, 'joy': 0.01416, 'fear': 0.236304, 'disgust': 0.130427, 'anger': 0.16342}}, {'text': 'injured street', 'sentiment': {'score': -0.860668, 'label': 'negative'}, 'relevance': 0.82178, 'emotion': {'sadness': 0.688798, 'joy': 0.01416, 'fear': 0.236304, 'disgust': 0.130427, 'anger': 0.16342}}],,,
[{'text': 'negativity', 'sentiment': {'score': -0.703513, 'label': 'negative'}, 'relevance': 0.981185, 'emotion': {'sadness': 0.515461, 'joy': 0.169065, 'fear': 0.12904, 'disgust': 0.009322, 'anger': 0.063058}}, {'text': 'Energy', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.793619, 'emotion': {'sadness': 0.020452, 'joy': 0.340803, 'fear': 0.299507, 'disgust': 0.025698, 'anger': 0.029857}}],,,
[{'text': 'unsuspecting Brits', 'sentiment': {'score': -0.792442, 'label': 'negative'}, 'relevance': 0.917688, 'emotion': {'sadness': 0.528444, 'joy': 0.11489, 'fear': 0.149317, 'disgust': 0.009733, 'anger': 0.070811}}, {'text': 'liver disease https://t.co/9K1AlYgOPn', 'sentiment': {'score': -0.792442, 'label': 'negative'}, 'relevance': 0.741756, 'emotion': {'sadness': 0.528444, 'joy': 0.11489, 'fear': 0.149317, 'disgust': 0.009733, 'anger': 0.070811}}],,,
[{'text': 'RT', 'sentiment': {'score': 0.312853, 'label': 'positive'}, 'relevance': 0.983251, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}, {'text': 'troubles', 'sentiment': {'score': -0.362738, 'label': 'negative'}, 'relevance': 0.983003, 'emotion': {'sadness': 0.126451, 'joy': 0.056928, 'fear': 0.321304, 'disgust': 0.065595, 'anger': 0.052627}}],,,
[{'text': 'contagious go check', 'sentiment': {'score': 0.350483, 'label': 'positive'}, 'relevance': 0.967318, 'emotion': {'sadness': 0.090007, 'joy': 0.090932, 'fear': 0.148981, 'disgust': 0.0769, 'anger': 0.069863}}, {'text': 'bold claims', 'sentiment': {'score': 0.350483, 'label': 'positive'}, 'relevance': 0.869207, 'emotion': {'sadness': 0.090007, 'joy': 0.090932, 'fear': 0.148981, 'disgust': 0.0769, 'anger': 0.069863}}],,,
[{'text': 'hyeri laughs', 'sentiment': {'score': -0.559869, 'label': 'negative'}, 'relevance': 0.94193, 'emotion': {'sadness': 0.072351, 'joy': 0.666294, 'fear': 0.110357, 'disgust': 0.092703, 'anger': 0.022246}}, {'text': 'gif', 'sentiment': {'score': -0.559869, 'label': 'negative'}, 'relevance': 0.688263, 'emotion': {'sadness': 0.072351, 'joy': 0.666294, 'fear': 0.110357, 'disgust': 0.092703, 'anger': 0.022246}}],,,
[{'text': 'happy ending. shes', 'sentiment': {'score': 0.820817, 'label': 'positive'}, 'relevance': 0.938416, 'emotion': {'sadness': 0.019652, 'joy': 0.915803, 'fear': 0.013547, 'disgust': 0.007778, 'anger': 0.007355}}, {'text': 'glad daisy', 'sentiment': {'score': 0.820817, 'label': 'positive'}, 'relevance': 0.781974, 'emotion': {'sadness': 0.019652, 'joy': 0.915803, 'fear': 0.013547, 'disgust': 0.007778, 'anger': 0.007355}}],,,
[{'text': 'Jackson Weibo', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.967653, 'emotion': {'sadness': 0.246512, 'joy': 0.153061, 'fear': 0.127308, 'disgust': 0.057703, 'anger': 0.05175}}, {'text': 'RT', 'sentiment': {'score': 0.320255, 'label': 'positive'}, 'relevance': 0.823625, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'Roma', 'sentiment': {'score': -0.640649, 'label': 'negative'}, 'relevance': 0.953969, 'emotion': {'sadness': 0.142139, 'joy': 0.265603, 'fear': 0.170573, 'disgust': 0.047712, 'anger': 0.092687}}, {'text': 'door', 'sentiment': {'score': -0.640649, 'label': 'negative'}, 'relevance': 0.83364, 'emotion': {'sadness': 0.139852, 'joy': 0.184202, 'fear': 0.403293, 'disgust': 0.134515, 'anger': 0.117957}}],,,
[{'text': 'paypal tips/donos', 'sentiment': {'score': -0.663604, 'label': 'negative'}, 'relevance': 0.906771, 'emotion': {'sadness': 0.55084, 'joy': 0.13287, 'fear': 0.332361, 'disgust': 0.057767, 'anger': 0.017405}}, {'text': 'stream anymore.', 'sentiment': {'score': -0.663604, 'label': 'negative'}, 'relevance': 0.847734}],,,,,,,,
[{'text': 'Lo que nos', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.952818, 'emotion': {'sadness': 0.328988, 'joy': 0.152849, 'fear': 0.143294, 'disgust': 0.226717, 'anger': 0.113226}}, {'text': 'dirigido por unos', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.84205, 'emotion': {'sadness': 0.328988, 'joy': 0.152849, 'fear': 0.143294, 'disgust': 0.226717, 'anger': 0.113226}}],,,
